chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.094#-0.36#0.167#0.913,-0.049#-0.261#-0.086#0.96,-0.16#-0.259#-0.068#0.95,-0.465#-0.11#0.549#0.686,-0.702#-0.189#0.413#0.548,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.095#-0.359#0.165#0.914,-0.049#-0.261#-0.086#0.96,-0.16#-0.259#-0.068#0.95,-0.465#-0.109#0.55#0.685,-0.705#-0.188#0.414#0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.095#-0.359#0.165#0.914,-0.048#-0.26#-0.089#0.96,-0.161#-0.257#-0.071#0.95,-0.465#-0.109#0.55#0.685,-0.705#-0.188#0.414#0.545,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#-0.358#0.164#0.914,-0.048#-0.26#-0.089#0.96,-0.161#-0.257#-0.071#0.95,-0.466#-0.109#0.552#0.683,-0.706#-0.188#0.416#0.541,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.356#0.163#0.915,-0.048#-0.258#-0.091#0.961,-0.162#-0.252#-0.074#0.951,-0.466#-0.109#0.554#0.681,-0.708#-0.188#0.418#0.537,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.356#0.163#0.915,-0.048#-0.256#-0.092#0.961,-0.162#-0.248#-0.076#0.952,-0.466#-0.109#0.554#0.681,-0.708#-0.188#0.418#0.537,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.356#0.162#0.915,-0.048#-0.256#-0.092#0.961,-0.162#-0.248#-0.076#0.952,-0.467#-0.108#0.556#0.679,-0.711#-0.187#0.418#0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.356#0.162#0.915,-0.047#-0.253#-0.093#0.962,-0.162#-0.244#-0.076#0.953,-0.467#-0.108#0.556#0.679,-0.711#-0.187#0.418#0.534,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.355#0.161#0.915,-0.047#-0.253#-0.093#0.962,-0.162#-0.244#-0.076#0.953,-0.467#-0.106#0.557#0.679,-0.714#-0.186#0.417#0.531,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.355#0.161#0.915,-0.047#-0.251#-0.093#0.962,-0.164#-0.241#-0.076#0.954,-0.467#-0.106#0.557#0.679,-0.714#-0.186#0.417#0.531,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.355#0.161#0.916,-0.047#-0.251#-0.093#0.962,-0.164#-0.241#-0.076#0.954,-0.469#-0.104#0.556#0.678,-0.715#-0.185#0.417#0.529,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.355#0.161#0.916,-0.048#-0.249#-0.093#0.963,-0.166#-0.238#-0.075#0.954,-0.469#-0.104#0.556#0.678,-0.715#-0.185#0.417#0.529,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.355#0.161#0.915,-0.048#-0.249#-0.093#0.963,-0.166#-0.238#-0.075#0.954,-0.47#-0.102#0.556#0.678,-0.717#-0.182#0.415#0.53,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.355#0.161#0.915,-0.048#-0.247#-0.093#0.963,-0.169#-0.235#-0.074#0.954,-0.47#-0.102#0.556#0.678,-0.717#-0.182#0.415#0.53,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#-0.355#0.161#0.916,-0.048#-0.247#-0.093#0.963,-0.169#-0.235#-0.074#0.954,-0.471#-0.101#0.555#0.678,-0.717#-0.181#0.415#0.53,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#-0.355#0.161#0.916,-0.049#-0.246#-0.093#0.964,-0.173#-0.232#-0.073#0.954,-0.471#-0.101#0.555#0.678,-0.718#-0.18#0.415#0.529,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.095#-0.355#0.161#0.916,-0.049#-0.246#-0.093#0.964,-0.173#-0.232#-0.073#0.954,-0.472#-0.1#0.556#0.677,-0.718#-0.18#0.415#0.529,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.095#-0.355#0.161#0.916,-0.051#-0.246#-0.092#0.964,-0.177#-0.231#-0.071#0.954,-0.472#-0.1#0.556#0.677,-0.72#-0.178#0.414#0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.093#-0.354#0.161#0.916,-0.051#-0.246#-0.092#0.964,-0.177#-0.231#-0.071#0.954,-0.472#-0.099#0.557#0.677,-0.72#-0.178#0.414#0.528,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.093#-0.354#0.161#0.916,-0.054#-0.245#-0.091#0.964,-0.18#-0.229#-0.069#0.954,-0.472#-0.099#0.557#0.677,-0.721#-0.179#0.415#0.525,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.09#-0.353#0.162#0.917,-0.054#-0.245#-0.091#0.964,-0.18#-0.229#-0.069#0.954,-0.472#-0.098#0.558#0.675,-0.721#-0.179#0.415#0.525,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.09#-0.353#0.162#0.917,-0.057#-0.244#-0.091#0.964,-0.182#-0.225#-0.067#0.955,-0.472#-0.098#0.558#0.675,-0.721#-0.181#0.417#0.523,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.088#-0.351#0.162#0.918,-0.06#-0.242#-0.09#0.964,-0.181#-0.22#-0.065#0.956,-0.472#-0.097#0.561#0.673,-0.721#-0.181#0.417#0.523,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.086#-0.348#0.162#0.919,-0.06#-0.242#-0.09#0.964,-0.181#-0.22#-0.065#0.956,-0.472#-0.095#0.57#0.666,-0.722#-0.182#0.414#0.523,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.085#-0.344#0.163#0.921,-0.062#-0.239#-0.089#0.965,-0.18#-0.214#-0.064#0.958,-0.471#-0.085#0.585#0.655,-0.727#-0.18#0.416#0.516,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.085#-0.344#0.163#0.921,-0.062#-0.235#-0.088#0.966,-0.177#-0.207#-0.064#0.96,-0.471#-0.085#0.585#0.655,-0.727#-0.18#0.416#0.516,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.082#-0.342#0.162#0.922,-0.062#-0.235#-0.088#0.966,-0.177#-0.207#-0.064#0.96,-0.471#-0.068#0.604#0.64,-0.754#-0.167#0.425#0.473,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.082#-0.342#0.162#0.922,-0.059#-0.232#-0.089#0.967,-0.177#-0.199#-0.067#0.961,-0.471#-0.068#0.604#0.64,-0.754#-0.167#0.425#0.473,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.082#-0.332#0.162#0.926,-0.059#-0.232#-0.089#0.967,-0.177#-0.199#-0.067#0.961,-0.473#-0.058#0.626#0.618,-0.778#-0.146#0.43#0.433,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.082#-0.332#0.162#0.926,-0.055#-0.233#-0.093#0.966,-0.181#-0.194#-0.068#0.962,-0.473#-0.058#0.626#0.618,-0.778#-0.146#0.43#0.433,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.081#-0.315#0.165#0.931,-0.055#-0.233#-0.093#0.966,-0.181#-0.194#-0.068#0.962,-0.483#-0.045#0.639#0.597,-0.788#-0.13#0.443#0.408,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.081#-0.315#0.165#0.931,-0.054#-0.233#-0.096#0.966,-0.183#-0.189#-0.064#0.963,-0.483#-0.045#0.639#0.597,-0.788#-0.13#0.443#0.408,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.08#-0.303#0.166#0.935,-0.054#-0.233#-0.096#0.966,-0.183#-0.189#-0.064#0.963,-0.49#-0.033#0.651#0.579,-0.801#-0.105#0.458#0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.08#-0.303#0.166#0.935,-0.058#-0.229#-0.096#0.967,-0.181#-0.18#-0.062#0.965,-0.49#-0.033#0.651#0.579,-0.801#-0.105#0.458#0.371,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.079#-0.296#0.165#0.937,-0.058#-0.229#-0.096#0.967,-0.181#-0.18#-0.062#0.965,-0.5#-0.022#0.659#0.562,-0.801#-0.096#0.494#0.325,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.079#-0.296#0.165#0.937,-0.063#-0.222#-0.095#0.968,-0.179#-0.171#-0.058#0.967,-0.5#-0.022#0.659#0.562,-0.801#-0.096#0.494#0.325,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.081#-0.288#0.163#0.94,-0.063#-0.222#-0.095#0.968,-0.179#-0.171#-0.058#0.967,-0.5#-0.019#0.663#0.557,-0.793#-0.095#0.53#0.284,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.081#-0.288#0.163#0.94,-0.065#-0.21#-0.091#0.971,-0.181#-0.16#-0.054#0.969,-0.5#-0.019#0.663#0.557,-0.791#-0.095#0.548#0.254,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.085#-0.283#0.162#0.941,-0.065#-0.21#-0.091#0.971,-0.181#-0.16#-0.054#0.969,-0.495#-0.024#0.663#0.561,-0.791#-0.095#0.548#0.254,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.085#-0.283#0.162#0.941,-0.066#-0.194#-0.088#0.975,-0.187#-0.146#-0.045#0.97,-0.495#-0.024#0.663#0.561,-0.805#-0.104#0.53#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.09#-0.278#0.163#0.942,-0.066#-0.194#-0.088#0.975,-0.187#-0.146#-0.045#0.97,-0.486#-0.032#0.661#0.571,-0.805#-0.104#0.53#0.245,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.09#-0.278#0.163#0.942,-0.066#-0.177#-0.087#0.978,-0.198#-0.125#-0.038#0.971,-0.486#-0.032#0.661#0.571,-0.819#-0.121#0.499#0.257,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.092#-0.273#0.163#0.943,-0.066#-0.161#-0.088#0.981,-0.214#-0.096#-0.034#0.972,-0.473#-0.04#0.656#0.586,-0.819#-0.121#0.499#0.257,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.092#-0.273#0.163#0.943,-0.066#-0.161#-0.088#0.981,-0.214#-0.096#-0.034#0.972,-0.473#-0.04#0.656#0.586,-0.808#-0.176#0.456#0.329,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.092#-0.269#0.164#0.945,-0.066#-0.147#-0.092#0.983,-0.235#-0.071#-0.024#0.969,-0.459#-0.048#0.649#0.604,-0.808#-0.176#0.456#0.329,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.093#-0.266#0.164#0.945,-0.066#-0.147#-0.092#0.983,-0.235#-0.071#-0.024#0.969,-0.447#-0.053#0.641#0.621,-0.78#-0.198#0.462#0.372,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.093#-0.266#0.164#0.945,-0.065#-0.133#-0.097#0.984,-0.259#-0.049#-0.01#0.965,-0.447#-0.053#0.641#0.621,-0.78#-0.198#0.462#0.372,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.096#-0.26#0.165#0.947,-0.065#-0.133#-0.097#0.984,-0.259#-0.049#-0.01#0.965,-0.434#-0.058#0.632#0.639,-0.762#-0.197#0.467#0.401,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.096#-0.26#0.165#0.947,-0.062#-0.12#-0.113#0.984,-0.295#-0.012#0.019#0.955,-0.434#-0.058#0.632#0.639,-0.762#-0.197#0.467#0.401,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#-0.255#0.165#0.948,-0.062#-0.12#-0.113#0.984,-0.295#-0.012#0.019#0.955,-0.418#-0.055#0.623#0.659,-0.757#-0.194#0.437#0.445,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.097#-0.255#0.165#0.948,-0.058#-0.107#-0.13#0.984,-0.352#0.005#0.033#0.935,-0.418#-0.055#0.623#0.659,-0.757#-0.194#0.437#0.445,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.253#0.166#0.948,-0.058#-0.107#-0.13#0.984,-0.352#0.005#0.033#0.935,-0.402#-0.056#0.615#0.676,-0.735#-0.199#0.437#0.479,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.253#0.166#0.948,-0.061#-0.103#-0.143#0.983,-0.401#0.01#0.033#0.916,-0.402#-0.056#0.615#0.676,-0.735#-0.199#0.437#0.479,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.107#-0.248#0.167#0.948,-0.061#-0.103#-0.143#0.983,-0.401#0.01#0.033#0.916,-0.388#-0.056#0.605#0.694,-0.716#-0.198#0.437#0.506,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.107#-0.248#0.167#0.948,-0.072#-0.102#-0.157#0.98,-0.444#0.015#0.02#0.896,-0.388#-0.056#0.605#0.694,-0.716#-0.198#0.437#0.506,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.11#-0.246#0.166#0.949,-0.072#-0.102#-0.157#0.98,-0.444#0.015#0.02#0.896,-0.376#-0.05#0.593#0.71,-0.705#-0.188#0.422#0.539,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.115#-0.245#0.162#0.949,-0.093#-0.098#-0.165#0.977,-0.481#0.018#-0.001#0.877,-0.365#-0.048#0.584#0.723,-0.688#-0.182#0.414#0.568,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.115#-0.245#0.162#0.949,-0.116#-0.093#-0.177#0.973,-0.503#0.024#-0.028#0.863,-0.365#-0.048#0.584#0.723,-0.688#-0.182#0.414#0.568,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.122#-0.24#0.16#0.95,-0.116#-0.093#-0.177#0.973,-0.503#0.024#-0.028#0.863,-0.35#-0.055#0.575#0.738,-0.671#-0.184#0.414#0.588,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.122#-0.24#0.16#0.95,-0.143#-0.091#-0.193#0.966,-0.517#0.026#-0.054#0.854,-0.35#-0.055#0.575#0.738,-0.671#-0.184#0.414#0.588,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.126#-0.23#0.162#0.951,-0.143#-0.091#-0.193#0.966,-0.517#0.026#-0.054#0.854,-0.328#-0.064#0.562#0.757,-0.66#-0.187#0.396#0.61,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.126#-0.23#0.162#0.951,-0.167#-0.087#-0.205#0.961,-0.521#0.021#-0.081#0.849,-0.328#-0.064#0.562#0.757,-0.645#-0.198#0.379#0.633,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.13#-0.225#0.161#0.952,-0.167#-0.087#-0.205#0.961,-0.521#0.021#-0.081#0.849,-0.309#-0.074#0.548#0.774,-0.645#-0.198#0.379#0.633,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.13#-0.225#0.161#0.952,-0.187#-0.076#-0.214#0.956,-0.511#0.016#-0.112#0.852,-0.309#-0.074#0.548#0.774,-0.637#-0.204#0.356#0.653,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.132#-0.221#0.161#0.953,-0.206#-0.067#-0.219#0.951,-0.502#0.013#-0.13#0.855,-0.296#-0.084#0.532#0.789,-0.637#-0.204#0.356#0.653,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.132#-0.221#0.161#0.953,-0.206#-0.067#-0.219#0.951,-0.502#0.013#-0.13#0.855,-0.296#-0.084#0.532#0.789,-0.624#-0.206#0.339#0.673,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.131#-0.214#0.158#0.955,-0.208#-0.06#-0.225#0.95,-0.496#0#-0.142#0.857,-0.293#-0.085#0.516#0.8,-0.624#-0.206#0.339#0.673,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.129#-0.203#0.154#0.958,-0.208#-0.06#-0.225#0.95,-0.496#0#-0.142#0.857,-0.29#-0.086#0.501#0.81,-0.608#-0.21#0.327#0.692,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.129#-0.203#0.154#0.958,-0.213#-0.051#-0.237#0.947,-0.492#-0.023#-0.149#0.857,-0.29#-0.086#0.501#0.81,-0.608#-0.21#0.327#0.692,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.128#-0.196#0.152#0.96,-0.213#-0.051#-0.237#0.947,-0.492#-0.023#-0.149#0.857,-0.288#-0.087#0.486#0.82,-0.594#-0.209#0.314#0.71,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.128#-0.196#0.152#0.96,-0.221#-0.042#-0.247#0.943,-0.483#-0.024#-0.169#0.859,-0.288#-0.087#0.486#0.82,-0.594#-0.209#0.314#0.71,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#-0.19#0.148#0.962,-0.221#-0.042#-0.247#0.943,-0.483#-0.024#-0.169#0.859,-0.282#-0.088#0.474#0.83,-0.585#-0.209#0.306#0.721,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#-0.19#0.148#0.962,-0.226#-0.032#-0.256#0.939,-0.467#-0.011#-0.191#0.863,-0.282#-0.088#0.474#0.83,-0.585#-0.209#0.306#0.721,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.124#-0.19#0.148#0.962,-0.226#-0.032#-0.256#0.939,-0.467#-0.011#-0.191#0.863,-0.282#-0.088#0.474#0.83,-0.585#-0.209#0.306#0.721,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.119#-0.184#0.145#0.965,-0.231#-0.025#-0.265#0.936,-0.456#-0.013#-0.214#0.864,-0.276#-0.092#0.463#0.837,-0.577#-0.214#0.299#0.73,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.113#-0.18#0.14#0.967,-0.231#-0.025#-0.265#0.936,-0.456#-0.013#-0.214#0.864,-0.271#-0.091#0.455#0.843,-0.566#-0.224#0.304#0.733,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.113#-0.18#0.14#0.967,-0.233#-0.025#-0.273#0.933,-0.444#-0.016#-0.244#0.862,-0.271#-0.091#0.455#0.843,-0.566#-0.224#0.304#0.733,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.108#-0.176#0.133#0.969,-0.233#-0.025#-0.273#0.933,-0.444#-0.016#-0.244#0.862,-0.263#-0.089#0.449#0.849,-0.56#-0.227#0.309#0.735,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.108#-0.176#0.133#0.969,-0.236#-0.03#-0.282#0.929,-0.429#-0.026#-0.26#0.865,-0.263#-0.089#0.449#0.849,-0.56#-0.227#0.309#0.735,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.103#-0.169#0.126#0.972,-0.236#-0.03#-0.282#0.929,-0.429#-0.026#-0.26#0.865,-0.255#-0.086#0.44#0.857,-0.555#-0.225#0.309#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.103#-0.169#0.126#0.972,-0.237#-0.041#-0.289#0.927,-0.417#-0.042#-0.269#0.867,-0.255#-0.086#0.44#0.857,-0.555#-0.225#0.309#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.162#0.119#0.974,-0.237#-0.041#-0.289#0.927,-0.417#-0.042#-0.269#0.867,-0.257#-0.077#0.427#0.864,-0.546#-0.219#0.31#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.162#0.119#0.974,-0.239#-0.052#-0.291#0.925,-0.407#-0.061#-0.277#0.868,-0.257#-0.077#0.427#0.864,-0.546#-0.219#0.31#0.747,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.154#0.113#0.976,-0.239#-0.052#-0.291#0.925,-0.407#-0.061#-0.277#0.868,-0.258#-0.066#0.413#0.871,-0.528#-0.211#0.308#0.763,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.154#0.113#0.976,-0.237#-0.054#-0.29#0.926,-0.392#-0.067#-0.282#0.873,-0.258#-0.066#0.413#0.871,-0.508#-0.193#0.293#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.148#0.108#0.978,-0.237#-0.054#-0.29#0.926,-0.392#-0.067#-0.282#0.873,-0.257#-0.056#0.399#0.878,-0.508#-0.193#0.293#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.099#-0.148#0.108#0.978,-0.227#-0.051#-0.287#0.929,-0.372#-0.072#-0.277#0.883,-0.257#-0.056#0.399#0.878,-0.49#-0.181#0.284#0.804,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.145#0.102#0.979,-0.227#-0.051#-0.287#0.929,-0.372#-0.072#-0.277#0.883,-0.255#-0.045#0.386#0.885,-0.49#-0.181#0.284#0.804,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.145#0.102#0.979,-0.218#-0.051#-0.281#0.933,-0.358#-0.079#-0.27#0.891,-0.255#-0.045#0.386#0.885,-0.477#-0.169#0.268#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.1#-0.143#0.096#0.98,-0.218#-0.051#-0.281#0.933,-0.358#-0.079#-0.27#0.891,-0.249#-0.042#0.372#0.893,-0.477#-0.169#0.268#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.141#0.092#0.98,-0.212#-0.049#-0.272#0.937,-0.349#-0.086#-0.261#0.896,-0.234#-0.048#0.354#0.904,-0.468#-0.164#0.251#0.831,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.102#-0.141#0.092#0.98,-0.198#-0.046#-0.264#0.943,-0.351#-0.083#-0.244#0.9,-0.234#-0.048#0.354#0.904,-0.468#-0.164#0.251#0.831,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.104#-0.141#0.089#0.981,-0.198#-0.046#-0.264#0.943,-0.351#-0.083#-0.244#0.9,-0.225#-0.053#0.333#0.914,-0.462#-0.17#0.24#0.837,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.104#-0.141#0.089#0.981,-0.187#-0.038#-0.256#0.948,-0.356#-0.074#-0.223#0.904,-0.225#-0.053#0.333#0.914,-0.462#-0.17#0.24#0.837,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.107#-0.142#0.085#0.98,-0.187#-0.038#-0.256#0.948,-0.356#-0.074#-0.223#0.904,-0.213#-0.059#0.311#0.924,-0.454#-0.172#0.219#0.846,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.107#-0.143#0.079#0.981,-0.173#-0.026#-0.243#0.954,-0.355#-0.057#-0.197#0.912,-0.195#-0.071#0.292#0.934,-0.444#-0.175#0.194#0.857,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.107#-0.143#0.079#0.981,-0.155#-0.011#-0.231#0.961,-0.351#-0.039#-0.163#0.921,-0.195#-0.071#0.292#0.934,-0.444#-0.175#0.194#0.857,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.108#-0.145#0.073#0.981,-0.155#-0.011#-0.231#0.961,-0.351#-0.039#-0.163#0.921,-0.18#-0.084#0.27#0.942,-0.434#-0.177#0.176#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.108#-0.145#0.073#0.981,-0.141#0.003#-0.217#0.966,-0.347#-0.012#-0.135#0.928,-0.18#-0.084#0.27#0.942,-0.434#-0.177#0.176#0.866,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.114#-0.145#0.067#0.981,-0.141#0.003#-0.217#0.966,-0.347#-0.012#-0.135#0.928,-0.172#-0.087#0.243#0.951,-0.423#-0.168#0.159#0.876,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.114#-0.145#0.067#0.981,-0.126#0.013#-0.197#0.972,-0.343#0.006#-0.117#0.932,-0.172#-0.087#0.243#0.951,-0.423#-0.168#0.159#0.876,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.118#-0.144#0.061#0.981,-0.126#0.013#-0.197#0.972,-0.343#0.006#-0.117#0.932,-0.167#-0.088#0.223#0.956,-0.404#-0.166#0.143#0.888,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.118#-0.144#0.061#0.981,-0.113#0.016#-0.18#0.977,-0.327#0.003#-0.094#0.94,-0.167#-0.088#0.223#0.956,-0.404#-0.166#0.143#0.888,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.123#-0.141#0.054#0.981,-0.113#0.016#-0.18#0.977,-0.327#0.003#-0.094#0.94,-0.156#-0.09#0.21#0.961,-0.392#-0.163#0.135#0.895,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.123#-0.141#0.054#0.981,-0.106#0.017#-0.161#0.981,-0.307#0.008#-0.084#0.948,-0.156#-0.09#0.21#0.961,-0.392#-0.163#0.135#0.895,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.126#-0.137#0.046#0.981,-0.106#0.017#-0.161#0.981,-0.307#0.008#-0.084#0.948,-0.148#-0.086#0.197#0.965,-0.383#-0.16#0.139#0.899,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
