chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
-0.05#0.428#-0.117#-0.895,0.518#-0.047#0.266#-0.812,0.603#0.161#0.242#-0.743,0.609#0.714#0.117#-0.324,0.597#0.625#0.4#-0.306,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.05#0.428#-0.117#-0.895,0.487#0.078#0.333#-0.803,0.603#0.161#0.242#-0.743,0.609#0.714#0.117#-0.324,0.597#0.625#0.4#-0.306,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.047#0.511#-0.116#-0.85,0.487#0.078#0.333#-0.803,0.603#0.161#0.242#-0.743,0.609#0.714#0.117#-0.324,0.527#0.693#0.439#-0.223,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.047#0.511#-0.116#-0.85,0.487#0.078#0.333#-0.803,0.589#0.269#0.293#-0.703,0.609#0.714#0.117#-0.324,0.527#0.693#0.439#-0.223,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.047#0.511#-0.116#-0.85,0.487#0.078#0.333#-0.803,0.589#0.269#0.293#-0.703,0.609#0.714#0.117#-0.324,0.527#0.693#0.439#-0.223,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.047#0.511#-0.116#-0.85,0.487#0.078#0.333#-0.803,0.589#0.269#0.293#-0.703,0.57#0.765#0.165#-0.249,0.527#0.693#0.439#-0.223,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.047#0.511#-0.116#-0.85,0.466#0.159#0.38#-0.783,0.589#0.269#0.293#-0.703,0.57#0.765#0.165#-0.249,0.527#0.693#0.439#-0.223,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.049#0.565#-0.112#-0.816,0.466#0.159#0.38#-0.783,0.589#0.269#0.293#-0.703,0.57#0.765#0.165#-0.249,0.483#0.739#0.441#-0.162,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.049#0.565#-0.112#-0.816,0.466#0.159#0.38#-0.783,0.588#0.341#0.313#-0.663,0.57#0.765#0.165#-0.249,0.483#0.739#0.441#-0.162,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.049#0.565#-0.112#-0.816,0.466#0.159#0.38#-0.783,0.588#0.341#0.313#-0.663,0.57#0.765#0.165#-0.249,0.483#0.739#0.441#-0.162,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.049#0.565#-0.112#-0.816,0.466#0.159#0.38#-0.783,0.588#0.341#0.313#-0.663,0.543#0.793#0.188#-0.204,0.483#0.739#0.441#-0.162,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.049#0.565#-0.112#-0.816,0.458#0.2#0.4#-0.768,0.588#0.341#0.313#-0.663,0.543#0.793#0.188#-0.204,0.483#0.739#0.441#-0.162,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#0.59#-0.102#-0.798,0.458#0.2#0.4#-0.768,0.588#0.341#0.313#-0.663,0.543#0.793#0.188#-0.204,0.463#0.767#0.426#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#0.59#-0.102#-0.798,0.458#0.2#0.4#-0.768,0.593#0.375#0.32#-0.636,0.543#0.793#0.188#-0.204,0.463#0.767#0.426#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#0.59#-0.102#-0.798,0.458#0.2#0.4#-0.768,0.593#0.375#0.32#-0.636,0.524#0.806#0.199#-0.19,0.463#0.767#0.426#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.063#0.59#-0.102#-0.798,0.455#0.211#0.408#-0.763,0.593#0.375#0.32#-0.636,0.524#0.806#0.199#-0.19,0.463#0.767#0.426#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.602#-0.101#-0.789,0.455#0.211#0.408#-0.763,0.593#0.375#0.32#-0.636,0.524#0.806#0.199#-0.19,0.455#0.779#0.411#-0.13,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.602#-0.101#-0.789,0.455#0.211#0.408#-0.763,0.598#0.391#0.318#-0.623,0.524#0.806#0.199#-0.19,0.455#0.779#0.411#-0.13,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.602#-0.101#-0.789,0.455#0.211#0.408#-0.763,0.598#0.391#0.318#-0.623,0.524#0.806#0.199#-0.19,0.455#0.779#0.411#-0.13,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.602#-0.101#-0.789,0.455#0.211#0.408#-0.763,0.598#0.391#0.318#-0.623,0.516#0.812#0.201#-0.182,0.455#0.779#0.411#-0.13,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.602#-0.101#-0.789,0.46#0.216#0.406#-0.76,0.598#0.391#0.318#-0.623,0.516#0.812#0.201#-0.182,0.455#0.779#0.411#-0.13,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.611#-0.102#-0.781,0.46#0.216#0.406#-0.76,0.598#0.391#0.318#-0.623,0.516#0.812#0.201#-0.182,0.457#0.784#0.4#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.611#-0.102#-0.781,0.46#0.216#0.406#-0.76,0.599#0.399#0.317#-0.618,0.516#0.812#0.201#-0.182,0.457#0.784#0.4#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.611#-0.102#-0.781,0.46#0.216#0.406#-0.76,0.599#0.399#0.317#-0.618,0.514#0.813#0.205#-0.18,0.457#0.784#0.4#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.611#-0.102#-0.781,0.457#0.212#0.406#-0.763,0.599#0.399#0.317#-0.618,0.514#0.813#0.205#-0.18,0.457#0.784#0.4#-0.131,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.073#0.611#-0.102#-0.781,0.457#0.212#0.406#-0.763,0.599#0.399#0.317#-0.618,0.514#0.813#0.205#-0.18,0.456#0.782#0.4#-0.145,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.615#-0.098#-0.779,0.457#0.212#0.406#-0.763,0.599#0.399#0.317#-0.618,0.514#0.813#0.205#-0.18,0.456#0.782#0.4#-0.145,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.615#-0.098#-0.779,0.457#0.212#0.406#-0.763,0.595#0.396#0.321#-0.622,0.514#0.813#0.205#-0.18,0.456#0.782#0.4#-0.145,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.615#-0.098#-0.779,0.457#0.212#0.406#-0.763,0.595#0.396#0.321#-0.622,0.512#0.812#0.212#-0.182,0.456#0.782#0.4#-0.145,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.078#0.615#-0.098#-0.779,0.454#0.204#0.405#-0.767,0.595#0.396#0.321#-0.622,0.512#0.812#0.212#-0.182,0.456#0.782#0.4#-0.145,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.616#-0.092#-0.778,0.454#0.204#0.405#-0.767,0.593#0.391#0.322#-0.626,0.512#0.812#0.212#-0.182,0.46#0.777#0.399#-0.16,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.616#-0.092#-0.778,0.454#0.204#0.405#-0.767,0.593#0.391#0.322#-0.626,0.512#0.812#0.212#-0.182,0.46#0.777#0.399#-0.16,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.616#-0.092#-0.778,0.454#0.204#0.405#-0.767,0.593#0.391#0.322#-0.626,0.514#0.81#0.215#-0.185,0.46#0.777#0.399#-0.16,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.616#-0.092#-0.778,0.455#0.196#0.404#-0.768,0.593#0.391#0.322#-0.626,0.514#0.81#0.215#-0.185,0.46#0.777#0.399#-0.16,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#0.614#-0.088#-0.779,0.455#0.196#0.404#-0.768,0.593#0.391#0.322#-0.626,0.514#0.81#0.215#-0.185,0.467#0.771#0.397#-0.173,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#0.614#-0.088#-0.779,0.455#0.196#0.404#-0.768,0.594#0.386#0.323#-0.627,0.514#0.81#0.215#-0.185,0.467#0.771#0.397#-0.173,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#0.614#-0.088#-0.779,0.455#0.196#0.404#-0.768,0.594#0.386#0.323#-0.627,0.518#0.806#0.215#-0.187,0.467#0.771#0.397#-0.173,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#0.614#-0.088#-0.779,0.459#0.187#0.405#-0.768,0.594#0.386#0.323#-0.627,0.518#0.806#0.215#-0.187,0.467#0.771#0.397#-0.173,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.087#0.614#-0.088#-0.779,0.459#0.187#0.405#-0.768,0.594#0.386#0.323#-0.627,0.518#0.806#0.215#-0.187,0.477#0.765#0.392#-0.186,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.611#-0.083#-0.783,0.459#0.187#0.405#-0.768,0.594#0.386#0.323#-0.627,0.518#0.806#0.215#-0.187,0.477#0.765#0.392#-0.186,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.611#-0.083#-0.783,0.459#0.187#0.405#-0.768,0.6#0.376#0.324#-0.628,0.518#0.806#0.215#-0.187,0.477#0.765#0.392#-0.186,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.611#-0.083#-0.783,0.459#0.187#0.405#-0.768,0.6#0.376#0.324#-0.628,0.522#0.804#0.209#-0.19,0.477#0.765#0.392#-0.186,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.611#-0.083#-0.783,0.468#0.176#0.404#-0.766,0.6#0.376#0.324#-0.628,0.522#0.804#0.209#-0.19,0.477#0.765#0.392#-0.186,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.083#0.602#-0.079#-0.79,0.468#0.176#0.404#-0.766,0.6#0.376#0.324#-0.628,0.522#0.804#0.209#-0.19,0.489#0.762#0.376#-0.197,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.083#0.602#-0.079#-0.79,0.468#0.176#0.404#-0.766,0.609#0.367#0.315#-0.628,0.522#0.804#0.209#-0.19,0.489#0.762#0.376#-0.197,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.083#0.602#-0.079#-0.79,0.468#0.176#0.404#-0.766,0.609#0.367#0.315#-0.628,0.525#0.803#0.198#-0.202,0.489#0.762#0.376#-0.197,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.083#0.602#-0.079#-0.79,0.48#0.16#0.397#-0.766,0.609#0.367#0.315#-0.628,0.525#0.803#0.198#-0.202,0.489#0.762#0.376#-0.197,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.083#0.602#-0.079#-0.79,0.48#0.16#0.397#-0.766,0.609#0.367#0.315#-0.628,0.525#0.803#0.198#-0.202,0.503#0.758#0.354#-0.217,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.586#-0.072#-0.803,0.48#0.16#0.397#-0.766,0.609#0.367#0.315#-0.628,0.525#0.803#0.198#-0.202,0.503#0.758#0.354#-0.217,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.586#-0.072#-0.803,0.48#0.16#0.397#-0.766,0.623#0.352#0.301#-0.631,0.525#0.803#0.198#-0.202,0.503#0.758#0.354#-0.217,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.586#-0.072#-0.803,0.48#0.16#0.397#-0.766,0.623#0.352#0.301#-0.631,0.527#0.8#0.181#-0.224,0.503#0.758#0.354#-0.217,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.586#-0.072#-0.803,0.48#0.16#0.397#-0.766,0.623#0.352#0.301#-0.631,0.527#0.8#0.181#-0.224,0.503#0.758#0.354#-0.217,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.085#0.586#-0.072#-0.803,0.5#0.134#0.385#-0.764,0.623#0.352#0.301#-0.631,0.527#0.8#0.181#-0.224,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.5#0.134#0.385#-0.764,0.623#0.352#0.301#-0.631,0.527#0.8#0.181#-0.224,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.5#0.134#0.385#-0.764,0.641#0.322#0.274#-0.641,0.527#0.8#0.181#-0.224,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.5#0.134#0.385#-0.764,0.641#0.322#0.274#-0.641,0.527#0.795#0.151#-0.26,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.527#0.098#0.363#-0.762,0.641#0.322#0.274#-0.641,0.527#0.795#0.151#-0.26,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.527#0.098#0.363#-0.762,0.641#0.322#0.274#-0.641,0.527#0.795#0.151#-0.26,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.55#0.074#0.345#-0.757,0.641#0.322#0.274#-0.641,0.525#0.791#0.129#-0.287,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.093#0.556#-0.066#-0.823,0.55#0.074#0.345#-0.757,0.641#0.322#0.274#-0.641,0.525#0.791#0.129#-0.287,0.519#0.753#0.32#-0.248,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.55#0.074#0.345#-0.757,0.641#0.322#0.274#-0.641,0.525#0.791#0.129#-0.287,0.55#0.734#0.233#-0.324,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.55#0.074#0.345#-0.757,0.686#0.243#0.205#-0.654,0.525#0.791#0.129#-0.287,0.55#0.734#0.233#-0.324,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.55#0.074#0.345#-0.757,0.686#0.243#0.205#-0.654,0.525#0.791#0.129#-0.287,0.55#0.734#0.233#-0.324,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.55#0.074#0.345#-0.757,0.686#0.243#0.205#-0.654,0.517#0.772#0.064#-0.365,0.55#0.734#0.233#-0.324,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.606#-0.004#0.289#-0.741,0.686#0.243#0.205#-0.654,0.517#0.772#0.064#-0.365,0.55#0.734#0.233#-0.324,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.606#-0.004#0.289#-0.741,0.686#0.243#0.205#-0.654,0.517#0.772#0.064#-0.365,0.583#0.691#0.125#-0.409,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.645#-0.073#0.237#-0.723,0.686#0.243#0.205#-0.654,0.517#0.772#0.064#-0.365,0.583#0.691#0.125#-0.409,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.106#0.469#-0.056#-0.875,0.645#-0.073#0.237#-0.723,0.686#0.243#0.205#-0.654,0.517#0.772#0.064#-0.365,0.583#0.691#0.125#-0.409,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.088#0.28#-0.016#-0.956,0.645#-0.073#0.237#-0.723,0.686#0.243#0.205#-0.654,0.517#0.772#0.064#-0.365,0.597#0.653#0.048#-0.464,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.088#0.28#-0.016#-0.956,0.645#-0.073#0.237#-0.723,0.75#0.093#0.049#-0.653,0.517#0.772#0.064#-0.365,0.597#0.653#0.048#-0.464,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.088#0.28#-0.016#-0.956,0.645#-0.073#0.237#-0.723,0.75#0.093#0.049#-0.653,0.507#0.63#-0.105#-0.578,0.597#0.653#0.048#-0.464,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.088#0.28#-0.016#-0.956,0.712#-0.214#0.108#-0.66,0.75#0.093#0.049#-0.653,0.507#0.63#-0.105#-0.578,0.597#0.653#0.048#-0.464,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.088#0.28#-0.016#-0.956,0.712#-0.214#0.108#-0.66,0.75#0.093#0.049#-0.653,0.507#0.63#-0.105#-0.578,0.597#0.653#0.048#-0.464,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.111#0.01#-0.992,0.712#-0.214#0.108#-0.66,0.75#0.093#0.049#-0.653,0.507#0.63#-0.105#-0.578,0.593#0.57#-0.123#-0.555,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.111#0.01#-0.992,0.712#-0.214#0.108#-0.66,0.756#-0.027#-0.067#-0.65,0.507#0.63#-0.105#-0.578,0.593#0.57#-0.123#-0.555,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.111#0.01#-0.992,0.712#-0.214#0.108#-0.66,0.756#-0.027#-0.067#-0.65,0.507#0.63#-0.105#-0.578,0.593#0.57#-0.123#-0.555,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.111#0.01#-0.992,0.712#-0.214#0.108#-0.66,0.756#-0.027#-0.067#-0.65,0.497#0.473#-0.22#-0.694,0.593#0.57#-0.123#-0.555,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.058#0.111#0.01#-0.992,0.73#-0.353#-0.029#-0.584,0.756#-0.027#-0.067#-0.65,0.497#0.473#-0.22#-0.694,0.593#0.57#-0.123#-0.555,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.067#0.017#-0.997,0.73#-0.353#-0.029#-0.584,0.756#-0.027#-0.067#-0.65,0.497#0.473#-0.22#-0.694,0.586#0.437#-0.259#-0.631,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.067#0.017#-0.997,0.73#-0.353#-0.029#-0.584,0.726#-0.155#-0.186#-0.644,0.497#0.473#-0.22#-0.694,0.586#0.437#-0.259#-0.631,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.067#0.017#-0.997,0.73#-0.353#-0.029#-0.584,0.726#-0.155#-0.186#-0.644,0.482#0.325#-0.301#-0.756,0.586#0.437#-0.259#-0.631,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.067#0.017#-0.997,0.73#-0.353#-0.029#-0.584,0.726#-0.155#-0.186#-0.644,0.482#0.325#-0.301#-0.756,0.586#0.437#-0.259#-0.631,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.042#-0.067#0.017#-0.997,0.689#-0.488#-0.116#-0.523,0.726#-0.155#-0.186#-0.644,0.482#0.325#-0.301#-0.756,0.602#0.305#-0.308#-0.67,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.03#-0.167#0.004#-0.985,0.689#-0.488#-0.116#-0.523,0.726#-0.155#-0.186#-0.644,0.482#0.325#-0.301#-0.756,0.602#0.305#-0.308#-0.67,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.03#-0.167#0.004#-0.985,0.689#-0.488#-0.116#-0.523,0.68#-0.275#-0.235#-0.638,0.482#0.325#-0.301#-0.756,0.602#0.305#-0.308#-0.67,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.03#-0.167#0.004#-0.985,0.689#-0.488#-0.116#-0.523,0.68#-0.275#-0.235#-0.638,0.478#0.241#-0.348#-0.77,0.602#0.305#-0.308#-0.67,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.03#-0.167#0.004#-0.985,0.652#-0.558#-0.148#-0.491,0.68#-0.275#-0.235#-0.638,0.478#0.241#-0.348#-0.77,0.602#0.305#-0.308#-0.67,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.226#-0.001#-0.974,0.652#-0.558#-0.148#-0.491,0.68#-0.275#-0.235#-0.638,0.478#0.241#-0.348#-0.77,0.629#0.22#-0.317#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.226#-0.001#-0.974,0.652#-0.558#-0.148#-0.491,0.658#-0.341#-0.249#-0.623,0.478#0.241#-0.348#-0.77,0.629#0.22#-0.317#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.226#-0.001#-0.974,0.652#-0.558#-0.148#-0.491,0.658#-0.341#-0.249#-0.623,0.484#0.193#-0.363#-0.772,0.629#0.22#-0.317#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.226#-0.001#-0.974,0.652#-0.558#-0.148#-0.491,0.658#-0.341#-0.249#-0.623,0.484#0.193#-0.363#-0.772,0.629#0.22#-0.317#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.226#-0.001#-0.974,0.627#-0.595#-0.163#-0.475,0.658#-0.341#-0.249#-0.623,0.484#0.193#-0.363#-0.772,0.641#0.168#-0.325#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.256#-0.002#-0.966,0.627#-0.595#-0.163#-0.475,0.658#-0.341#-0.249#-0.623,0.484#0.193#-0.363#-0.772,0.641#0.168#-0.325#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.256#-0.002#-0.966,0.627#-0.595#-0.163#-0.475,0.642#-0.389#-0.247#-0.613,0.484#0.193#-0.363#-0.772,0.641#0.168#-0.325#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.256#-0.002#-0.966,0.627#-0.595#-0.163#-0.475,0.642#-0.389#-0.247#-0.613,0.488#0.165#-0.377#-0.77,0.641#0.168#-0.325#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.028#-0.256#-0.002#-0.966,0.614#-0.618#-0.162#-0.463,0.642#-0.389#-0.247#-0.613,0.488#0.165#-0.377#-0.77,0.648#0.14#-0.33#-0.672,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.02#-0.274#-0.001#-0.962,0.614#-0.618#-0.162#-0.463,0.642#-0.389#-0.247#-0.613,0.488#0.165#-0.377#-0.77,0.648#0.14#-0.33#-0.672,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.02#-0.274#-0.001#-0.962,0.614#-0.618#-0.162#-0.463,0.635#-0.41#-0.254#-0.603,0.488#0.165#-0.377#-0.77,0.648#0.14#-0.33#-0.672,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.02#-0.274#-0.001#-0.962,0.614#-0.618#-0.162#-0.463,0.635#-0.41#-0.254#-0.603,0.493#0.152#-0.387#-0.764,0.648#0.14#-0.33#-0.672,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.02#-0.274#-0.001#-0.962,0.613#-0.624#-0.167#-0.455,0.635#-0.41#-0.254#-0.603,0.493#0.152#-0.387#-0.764,0.648#0.14#-0.33#-0.672,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.012#-0.289#-0.002#-0.957,0.613#-0.624#-0.167#-0.455,0.635#-0.41#-0.254#-0.603,0.493#0.152#-0.387#-0.764,0.65#0.121#-0.336#-0.671,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.012#-0.289#-0.002#-0.957,0.613#-0.624#-0.167#-0.455,0.634#-0.423#-0.262#-0.592,0.493#0.152#-0.387#-0.764,0.65#0.121#-0.336#-0.671,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.012#-0.289#-0.002#-0.957,0.613#-0.624#-0.167#-0.455,0.634#-0.423#-0.262#-0.592,0.493#0.152#-0.387#-0.764,0.65#0.121#-0.336#-0.671,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.012#-0.289#-0.002#-0.957,0.613#-0.624#-0.167#-0.455,0.634#-0.423#-0.262#-0.592,0.489#0.147#-0.396#-0.763,0.65#0.121#-0.336#-0.671,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.012#-0.289#-0.002#-0.957,0.61#-0.627#-0.173#-0.453,0.634#-0.423#-0.262#-0.592,0.489#0.147#-0.396#-0.763,0.65#0.121#-0.336#-0.671,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.016#-0.298#-0.009#-0.954,0.61#-0.627#-0.173#-0.453,0.634#-0.423#-0.262#-0.592,0.489#0.147#-0.396#-0.763,0.645#0.115#-0.339#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.016#-0.298#-0.009#-0.954,0.61#-0.627#-0.173#-0.453,0.628#-0.43#-0.273#-0.589,0.489#0.147#-0.396#-0.763,0.645#0.115#-0.339#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
-0.016#-0.298#-0.009#-0.954,0.61#-0.627#-0.173#-0.453,0.628#-0.43#-0.273#-0.589,0.489#0.147#-0.396#-0.763,0.645#0.115#-0.339#-0.675,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
